season,competition_scope,player_name,nationality,position,squad,age,born,appearances,starts,minutes,nineties,goals,assists,penalty_goals,penalty_attempts,own_goals,yellow_cards,red_cards,xg,npxg,xag,progressive_carries,progressive_passes,progressive_receives,shots,shots_on_target,passes_completed,passes_attempted,pass_accuracy,key_passes,crosses,tackles,tackles_won,interceptions,clearances,errors,touches,touches_att_pen,dribbles_attempted,dribbles_completed,carries,passes_into_final_third,carries_into_final_third,shot_creating_actions,goal_creating_actions,recoveries,fouls_committed,fouls_drawn,aerial_duels_won,aerial_duels_lost,clean_sheets,goals_conceded,saves,penalties_saved,source_dataset
2023-24,serie_a_league,Tammy Abraham,eng ENG,FW,Roma,25.0,1997.0,8,2,242,2.7,1,0,0,0,,1,0,0.6,0.6,0.1,6.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Francesco Acerbi,it ITA,DF,Inter,35.0,1988.0,29,26,2388,26.5,3,1,0,0,,1,0,1.6,1.6,1.8,21.0,87.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Yacine Adli,fr FRA,MF,Milan,23.0,2000.0,24,17,1407,15.6,1,2,0,0,,3,0,0.3,0.3,2.2,30.0,125.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Michel Aebischer,ch SUI,MF,Bologna,26.0,1997.0,36,26,2230,24.8,0,1,0,0,,8,0,1.1,1.1,1.5,26.0,125.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Lucien Agoume,fr FRA,MF,Inter,21.0,2002.0,1,0,5,0.1,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Marley Aké,fr FRA,FW,Udinese,22.0,2001.0,1,0,10,0.1,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Ebenezer Akinsanmiro,ng NGA,MF,Inter,18.0,2004.0,1,0,15,0.2,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,30.0,1992.0,19,8,705,7.8,0,0,0,0,,5,0,0.5,0.5,0.1,11.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,David Akpan Ankeye,ng NGA,FW,Genoa,21.0,2002.0,6,0,57,0.6,0,0,0,0,,0,0,0.0,0.0,0.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Luis Alberto,es ESP,MF,Lazio,30.0,1992.0,33,29,2311,25.7,5,7,0,0,,7,0,4.7,4.7,4.7,83.0,212.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Carlos Alcaraz,ar ARG,MF,Juventus,20.0,2002.0,10,3,380,4.2,0,1,0,0,,0,0,0.4,0.4,0.1,6.0,27.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Pontus Almqvist,se SWE,"FW,MF",Lecce,24.0,1999.0,30,25,2107,23.4,2,1,0,0,,5,0,2.3,2.3,2.7,72.0,32.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Lorenzo Amatucci,it ITA,MF,Fiorentina,19.0,2004.0,2,0,22,0.2,0,0,0,0,,0,0,0.0,0.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Bruno Amione,ar ARG,DF,Hellas Verona,21.0,2002.0,10,7,579,6.4,0,0,0,0,,2,0,0.3,0.3,0.0,2.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Felipe Anderson,br BRA,"FW,MF",Lazio,30.0,1993.0,38,33,2770,30.8,5,6,0,0,,3,0,4.4,4.4,6.3,108.0,126.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Angeliño,es ESP,DF,Roma,26.0,1997.0,16,14,1141,12.7,0,1,0,0,,2,0,0.2,0.2,1.6,12.0,40.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Houssem Aouar,dz ALG,"MF,FW",Roma,25.0,1998.0,16,9,756,8.4,4,0,0,0,,3,0,2.3,2.3,0.5,17.0,26.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Simone Aresti,it ITA,GK,Cagliari,37.0,1986.0,1,0,1,0.0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Marko Arnautović,at AUT,FW,Inter,34.0,1989.0,27,5,801,8.9,5,3,0,0,,0,0,5.0,5.0,2.6,12.0,20.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Kristjan Asllani,al ALB,MF,Inter,21.0,2002.0,23,6,787,8.7,1,2,0,0,,1,0,0.6,0.6,1.1,5.0,32.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Emil Audero,it ITA,GK,Inter,26.0,1997.0,4,4,337,3.7,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Tommaso Augello,it ITA,DF,Cagliari,28.0,1994.0,32,28,2418,26.9,1,1,0,0,,5,0,0.5,0.5,2.0,62.0,96.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Carlos Augusto,br BRA,DF,Inter,24.0,1999.0,37,14,1725,19.2,0,3,0,0,,1,0,1.0,1.0,2.8,42.0,54.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Yann Aurel Bisseck,de GER,DF,Inter,22.0,2000.0,16,9,904,10.0,2,0,0,0,,0,0,0.9,0.9,0.5,24.0,30.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Sardar Azmoun,ir IRN,"FW,MF",Roma,28.0,1995.0,23,3,585,6.5,3,0,0,0,,4,0,2.9,2.9,1.4,5.0,14.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Paulo Azzi,br BRA,"DF,MF",Cagliari,29.0,1994.0,25,9,950,10.6,0,0,0,0,,1,0,1.2,1.2,0.7,47.0,35.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Oussama El Azzouzi,ma MAR,MF,Bologna,22.0,2001.0,18,5,547,6.1,2,2,0,0,,4,0,0.5,0.5,0.6,4.0,19.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Milan Badelj,hr CRO,MF,Genoa,34.0,1989.0,33,32,2535,28.2,1,3,0,0,,6,0,1.4,1.4,1.1,18.0,151.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jaime Báez,uy URU,"FW,MF",Frosinone,28.0,1995.0,11,6,500,5.6,1,0,0,0,,1,0,0.5,0.5,0.5,12.0,29.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Nicola Bagnolini,it ITA,GK,Bologna,19.0,2004.0,1,0,5,0.1,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,24.0,1999.0,28,15,1310,14.6,2,2,0,0,,0,0,2.5,2.5,2.2,51.0,49.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mitchel Bakker,nl NED,DF,Atalanta,23.0,2000.0,14,3,382,4.2,1,0,0,0,,1,0,0.2,0.2,0.1,12.0,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,20.0,2003.0,14,8,745,8.3,2,0,0,0,,1,0,2.1,2.1,1.0,20.0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Tommaso Baldanzi,it ITA,"FW,MF",Roma,20.0,2003.0,13,6,518,5.8,0,0,0,0,,2,0,0.9,0.9,0.7,18.0,14.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Lameck Banda,zm ZAM,FW,Lecce,22.0,2001.0,21,17,1350,15.0,2,4,0,0,,5,1,3.6,3.6,1.9,70.0,22.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Daniel Bandeira,pt POR,MF,Hellas Verona,23.0,2000.0,14,3,446,5.0,0,0,0,0,,2,0,0.1,0.1,0.2,9.0,34.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mattia Bani,it ITA,DF,Genoa,29.0,1993.0,27,27,2306,25.6,2,0,0,0,,9,0,1.2,1.2,0.1,5.0,37.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Antonín Barák,cz CZE,"MF,FW",Fiorentina,28.0,1994.0,21,8,808,9.0,2,3,0,0,,2,0,1.5,1.5,2.2,17.0,33.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Nicolò Barella,it ITA,MF,Inter,26.0,1997.0,37,34,2846,31.6,2,3,0,0,,7,0,5.1,5.1,3.4,68.0,278.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Enzo Barrenechea,ar ARG,MF,Frosinone,22.0,2001.0,36,32,2811,31.2,0,1,0,0,,10,0,0.6,0.6,1.7,10.0,155.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Davide Bartesaghi,it ITA,"DF,MF",Milan,17.0,2005.0,6,0,79,0.9,0,0,0,0,,0,0,0.0,0.0,0.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Federico Baschirotto,it ITA,DF,Lecce,26.0,1996.0,37,37,3294,36.6,0,1,0,0,,3,1,1.7,1.5,0.7,28.0,96.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Toma Bašić,hr CRO,MF,Salernitana,26.0,1996.0,15,14,1162,12.9,0,0,0,0,,5,0,0.6,0.6,0.5,11.0,53.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Alessandro Bastoni,it ITA,DF,Inter,24.0,1999.0,28,28,2268,25.2,1,3,0,0,,5,0,1.2,1.2,3.4,63.0,142.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Simone Bastoni,it ITA,"MF,DF",Empoli,26.0,1996.0,16,9,745,8.3,1,0,0,0,,3,0,0.4,0.4,0.5,12.0,31.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Reda Belahyane,fr FRA,MF,Hellas Verona,19.0,2004.0,2,1,90,1.0,0,0,0,0,,0,0,0.0,0.0,0.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Raoul Bellanova,it ITA,DF,Torino,23.0,2000.0,37,36,3046,33.8,1,7,0,0,,5,0,2.0,2.0,5.0,141.0,98.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Andrea Belotti,it ITA,FW,Fiorentina,29.0,1993.0,15,11,949,10.5,3,0,0,0,,0,0,3.7,3.7,0.7,10.0,15.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Andrea Belotti,it ITA,FW,Roma,29.0,1993.0,14,6,679,7.5,3,2,0,0,,1,0,2.4,2.4,1.2,15.0,8.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,22.0,2001.0,32,21,1692,18.8,6,2,1,1,,6,0,3.8,3.0,1.5,12.0,49.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Ismaël Bennacer,dz ALG,MF,Milan,25.0,1997.0,20,13,1151,12.8,2,2,1,1,,2,0,1.7,0.9,2.5,24.0,68.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Domenico Berardi,it ITA,FW,Sassuolo,28.0,1994.0,17,17,1431,15.9,9,3,5,5,,6,0,6.5,2.6,3.0,38.0,83.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Bartosz Bereszyński,pl POL,DF,Empoli,31.0,1992.0,24,22,1762,19.6,0,1,0,0,,3,0,0.1,0.1,0.3,15.0,69.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Etrit Berisha,al ALB,GK,Empoli,34.0,1989.0,14,14,1260,14.0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Medon Berisha,al ALB,"FW,MF",Lecce,19.0,2003.0,6,2,205,2.3,0,0,0,0,,0,0,0.2,0.2,0.2,3.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20.0,2002.0,32,26,2307,25.6,0,3,0,0,,4,0,0.3,0.3,2.4,23.0,123.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Beto,gw GNB,FW,Udinese,25.0,1998.0,1,1,74,0.8,0,0,0,0,,0,0,0.0,0.0,0.3,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Davide Bettella,it ITA,MF,Monza,23.0,2000.0,1,0,3,0.0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Sam Beukema,nl NED,DF,Bologna,24.0,1998.0,30,29,2547,28.3,1,1,0,0,,6,1,1.9,1.9,0.8,14.0,76.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jaka Bijol,si SVN,DF,Udinese,24.0,1999.0,24,23,2084,23.2,0,0,0,0,,4,0,1.9,1.9,0.2,5.0,42.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,El Bilal Touré,ml MLI,FW,Atalanta,21.0,2001.0,11,3,394,4.4,2,0,0,0,,2,0,1.2,1.2,0.8,16.0,11.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Cristiano Biraghi,it ITA,DF,Fiorentina,30.0,1992.0,29,27,2356,26.2,2,5,0,1,,8,0,1.6,0.8,3.6,55.0,129.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Davide Biraschi,it ITA,DF,Genoa,29.0,1994.0,1,1,90,1.0,1,0,0,0,,0,0,0.1,0.1,0.0,0.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Samuele Birindelli,it ITA,DF,Monza,24.0,1999.0,35,22,2013,22.4,0,2,0,0,,7,0,1.1,1.1,2.9,63.0,70.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Alexis Blin,fr FRA,MF,Lecce,26.0,1996.0,31,16,1642,18.2,0,2,0,0,,4,0,1.1,1.1,0.7,7.0,60.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jérôme Boateng,de GER,DF,Salernitana,34.0,1988.0,7,4,238,2.6,0,0,0,0,,0,0,0.0,0.0,0.1,0.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Emil Bohinen,no NOR,MF,Genoa,24.0,1999.0,5,0,56,0.6,0,0,0,0,,0,0,0.0,0.0,0.1,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Emil Bohinen,no NOR,MF,Salernitana,24.0,1999.0,12,7,535,5.9,0,0,0,0,,1,0,0.1,0.1,0.2,7.0,26.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Daniel Boloca,ro ROU,MF,Sassuolo,24.0,1998.0,30,23,2022,22.5,1,0,0,0,,6,1,0.5,0.5,0.4,27.0,109.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Giacomo Bonaventura,it ITA,MF,Fiorentina,33.0,1989.0,31,27,2277,25.3,8,3,0,1,,6,0,5.7,4.4,3.6,60.0,140.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,26.0,1997.0,24,10,1016,11.3,3,1,0,0,,2,0,2.9,2.9,1.1,13.0,26.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Warren Bondo,fr FRA,MF,Monza,19.0,2003.0,25,14,1475,16.4,1,1,0,0,,9,0,0.9,0.9,0.3,31.0,43.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Giovanni Bonfanti,it ITA,DF,Atalanta,20.0,2003.0,2,1,89,1.0,0,0,0,0,,0,0,0.1,0.1,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Kevin Bonifazi,it ITA,DF,Bologna,27.0,1996.0,1,1,90,1.0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Kevin Bonifazi,it ITA,DF,Frosinone,27.0,1996.0,6,3,309,3.4,0,0,0,0,,0,0,0.0,0.0,0.1,2.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Gennaro Borrelli,it ITA,FW,Frosinone,23.0,2000.0,1,0,24,0.3,0,0,0,0,,0,0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Erik Botheim,no NOR,"FW,MF",Salernitana,23.0,2000.0,7,4,316,3.5,0,0,0,0,,1,0,0.1,0.1,0.0,3.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mehdi Bourabia,ma MAR,MF,Frosinone,31.0,1991.0,10,3,200,2.2,0,0,0,0,,1,0,0.1,0.1,0.0,1.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Edoardo Bove,it ITA,MF,Roma,21.0,2002.0,31,18,1780,19.8,0,2,0,0,,2,0,2.0,2.0,0.7,21.0,88.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Domagoj Bradarić,hr CRO,DF,Salernitana,23.0,1999.0,34,30,2749,30.5,0,3,0,0,,5,0,0.8,0.8,1.8,57.0,76.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Josip Brekalo,hr CRO,FW,Fiorentina,25.0,1998.0,11,8,652,7.2,1,0,0,0,,0,0,0.4,0.4,0.3,14.0,25.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Gleison Bremer,br BRA,DF,Juventus,26.0,1997.0,36,36,3233,35.9,3,0,0,0,,9,0,1.4,1.4,0.4,7.0,120.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Brenner,br BRA,"MF,FW",Udinese,23.0,2000.0,8,2,189,2.1,0,0,0,0,,0,0,0.4,0.4,0.0,6.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Marco Brescianini,it ITA,MF,Frosinone,23.0,2000.0,36,24,2321,25.8,4,2,0,0,,1,0,2.3,2.3,1.6,46.0,70.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Dylan Bronn,tn TUN,"DF,MF",Salernitana,28.0,1995.0,4,0,52,0.6,0,0,0,0,,0,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Tajon Buchanan,ca CAN,DF,Inter,24.0,1999.0,10,0,161,1.8,1,0,0,0,,0,0,0.2,0.2,0.3,12.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Alessandro Buongiorno,it ITA,DF,Torino,24.0,1999.0,29,29,2527,28.1,3,0,0,0,,7,0,1.6,1.6,0.1,14.0,62.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19.0,2004.0,1,0,8,0.1,0,1,0,0,,0,0,0.0,0.0,0.1,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jovane Cabral,cv CPV,"MF,FW",Salernitana,25.0,1998.0,12,8,678,7.5,1,0,0,0,,1,0,1.2,1.2,0.4,22.0,40.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Liberato Cacace,nz NZL,DF,Empoli,22.0,2000.0,31,18,1912,21.2,0,1,0,0,,6,0,0.4,0.4,1.7,34.0,84.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jens Cajuste,se SWE,MF,Napoli,23.0,1999.0,26,11,1016,11.3,0,2,0,0,,7,0,1.5,1.5,1.1,19.0,37.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Davide Calabria,it ITA,DF,Milan,26.0,1996.0,29,26,2185,24.3,1,3,0,0,,5,2,1.3,1.3,1.2,31.0,140.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Riccardo Calafiori,it ITA,DF,Bologna,21.0,2002.0,30,26,2349,26.1,2,5,0,0,,4,0,1.4,1.4,1.2,28.0,96.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mattia Caldara,it ITA,DF,Milan,29.0,1994.0,1,0,33,0.4,0,0,0,0,,0,0,0.2,0.2,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
