season,competition_scope,player_name,nationality,position,squad,age,born,appearances,starts,minutes,nineties,goals,assists,penalty_goals,penalty_attempts,own_goals,yellow_cards,red_cards,xg,npxg,xag,progressive_carries,progressive_passes,progressive_receives,shots,shots_on_target,passes_completed,passes_attempted,pass_accuracy,key_passes,crosses,tackles,tackles_won,interceptions,clearances,errors,touches,touches_att_pen,dribbles_attempted,dribbles_completed,carries,passes_into_final_third,carries_into_final_third,shot_creating_actions,goal_creating_actions,recoveries,fouls_committed,fouls_drawn,aerial_duels_won,aerial_duels_lost,clean_sheets,goals_conceded,saves,penalties_saved,source_dataset
2023-24,serie_a_league,Matìas Soulé,ar ARG,"FW,MF",Frosinone,20.0,2003.0,36,36,3121,34.7,11,3,5,6,,4,0,10.5,5.7,6.6,115.0,198.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Djed Spence,eng ENG,DF,Genoa,22.0,2000.0,16,8,859,9.5,0,0,0,0,,1,0,0.2,0.2,0.3,17.0,25.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Leonardo Spinazzola,it ITA,DF,Roma,30.0,1993.0,24,15,1312,14.6,1,2,0,0,,0,0,0.2,0.2,3.0,108.0,52.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Marco Sportiello,it ITA,GK,Milan,31.0,1992.0,7,7,630,7.0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Trivante Stewart,jm JAM,"FW,MF",Salernitana,23.0,2000.0,4,0,100,1.1,0,0,0,0,,0,0,0.1,0.1,0.1,2.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Gabriel Strefezza,br BRA,FW,Lecce,26.0,1997.0,19,13,1112,12.4,1,0,1,1,,4,0,2.5,1.7,1.2,34.0,54.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Kevin Strootman,nl NED,MF,Genoa,33.0,1990.0,27,15,1207,13.4,0,2,0,0,,4,0,0.1,0.1,1.3,13.0,61.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Isaac Success,ng NGA,"FW,MF",Udinese,27.0,1996.0,27,9,880,9.8,1,1,0,1,,4,0,2.7,1.9,1.1,15.0,17.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Ibrahim Sulemana,gh GHA,MF,Cagliari,20.0,2003.0,21,16,1339,14.9,2,0,0,0,,4,0,0.8,0.8,0.1,15.0,27.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,21.0,2002.0,32,23,2092,23.2,3,5,1,1,,7,0,3.5,2.6,3.6,46.0,64.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mile Svilar,rs SRB,GK,Roma,23.0,1999.0,15,15,1350,15.0,0,0,0,0,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Karol Świderski,pl POL,"FW,MF",Hellas Verona,26.0,1997.0,15,3,504,5.6,2,0,0,0,,0,0,1.7,1.7,0.4,3.0,13.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Wojciech Szczęsny,pl POL,GK,Juventus,33.0,1990.0,35,35,3150,35.0,0,0,0,0,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Przemysław Szymiński,pl POL,MF,Frosinone,29.0,1994.0,1,0,9,0.1,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Adrien Tameze,cm CMR,"DF,MF",Torino,29.0,1994.0,29,25,2146,23.8,0,2,0,0,,6,1,0.7,0.7,2.2,22.0,90.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,22.0,2001.0,3,0,50,0.6,0,0,0,0,,0,0,0.1,0.1,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Loum Tchaouna,fr FRA,"FW,MF",Salernitana,19.0,2003.0,33,23,2100,23.3,4,3,0,0,,4,0,2.6,2.6,1.5,72.0,59.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jackson Tchatchoua,cm CMR,DF,Hellas Verona,21.0,2001.0,26,19,1725,19.2,0,2,0,0,,2,0,0.0,0.0,1.3,34.0,53.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Filippo Terracciano,it ITA,DF,Hellas Verona,20.0,2003.0,18,14,1296,14.4,0,1,0,0,,1,0,0.3,0.3,1.0,26.0,51.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Filippo Terracciano,it ITA,"DF,FW",Milan,20.0,2003.0,3,1,76,0.8,0,0,0,0,,1,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Pietro Terracciano,it ITA,GK,Fiorentina,33.0,1990.0,33,33,2970,33.0,0,0,0,0,,3,0,0.0,0.0,0.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Florian Thauvin,fr FRA,FW,Udinese,30.0,1993.0,29,19,1710,19.0,5,3,1,1,,4,0,4.7,3.9,4.2,71.0,69.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Malick Thiaw,de GER,DF,Milan,21.0,2001.0,21,19,1619,18.0,0,1,0,0,,5,1,0.6,0.6,0.1,15.0,70.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Morten Thorsby,no NOR,MF,Genoa,27.0,1996.0,24,9,1157,12.9,2,2,0,0,,2,0,1.8,1.8,1.4,6.0,28.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Kristian Thorstvedt,no NOR,MF,Sassuolo,24.0,1999.0,34,30,2397,26.6,6,1,0,0,,7,0,4.4,4.4,1.6,30.0,130.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Marcus Thuram,fr FRA,FW,Inter,25.0,1997.0,35,34,2687,29.9,13,7,0,0,,3,0,14.3,14.3,3.7,68.0,47.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Antonio Tikvić,hr CRO,DF,Udinese,19.0,2004.0,1,0,1,0.0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jeremy Toljan,de GER,DF,Sassuolo,28.0,1994.0,25,24,2083,23.1,0,5,0,0,,1,0,0.6,0.6,1.6,35.0,79.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Rafael Tolói,it ITA,DF,Atalanta,32.0,1990.0,18,10,965,10.7,0,0,0,0,,6,1,0.1,0.1,0.1,8.0,53.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Fikayo Tomori,eng ENG,DF,Milan,25.0,1997.0,26,24,2121,23.6,4,0,0,0,,8,1,3.7,3.7,0.2,16.0,63.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Ahmed Touba,dz ALG,DF,Lecce,25.0,1998.0,6,3,277,3.1,0,0,0,0,,1,0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Chaka Traorè,ci CIV,FW,Milan,18.0,2004.0,2,0,20,0.2,1,0,0,0,,0,0,0.1,0.1,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Stefano Turati,it ITA,GK,Frosinone,21.0,2001.0,31,31,2745,30.5,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Kacper Urbanski,pl POL,"MF,FW",Bologna,18.0,2004.0,22,9,926,10.3,0,1,0,0,,2,0,1.1,1.1,0.8,25.0,31.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Emanuele Valeri,it ITA,DF,Frosinone,24.0,1998.0,16,14,1178,13.1,0,1,0,0,,3,0,0.9,0.9,2.4,38.0,41.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Johan Vásquez,mx MEX,DF,Genoa,24.0,1998.0,37,32,2850,31.7,1,1,0,0,,6,0,1.9,1.9,0.8,29.0,81.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Matías Vecino,uy URU,MF,Lazio,31.0,1991.0,31,8,1153,12.8,6,1,0,0,,8,0,3.7,3.7,0.4,16.0,74.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Lorenzo Venuti,it ITA,DF,Lecce,28.0,1995.0,14,3,364,4.0,0,0,0,0,,1,0,0.1,0.1,0.3,7.0,16.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Simone Verdi,it ITA,FW,Torino,31.0,1992.0,1,0,4,0.0,0,0,0,0,,0,0,0.0,0.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Emanuel Vignato,it ITA,"MF,FW",Salernitana,22.0,2000.0,9,3,311,3.5,0,1,0,0,,1,0,0.0,0.0,0.3,5.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Samuele Vignato,it ITA,"MF,FW",Monza,19.0,2004.0,10,3,343,3.8,1,0,0,0,,2,0,1.7,1.7,0.2,13.0,13.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Matías Viña,uy URU,DF,Sassuolo,25.0,1997.0,15,13,1014,11.3,0,3,0,0,,1,0,0.3,0.3,1.4,24.0,46.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Rúben Vinagre,pt POR,"DF,FW",Hellas Verona,24.0,1999.0,12,2,282,3.1,0,0,0,0,,0,0,0.0,0.0,0.3,6.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Nicolas Viola,it ITA,"MF,FW",Cagliari,33.0,1989.0,26,11,1207,13.4,5,2,0,1,,3,0,3.4,2.6,3.9,22.0,57.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mattia Viti,it ITA,DF,Sassuolo,21.0,2002.0,15,12,979,10.9,1,0,0,0,,0,0,1.0,1.0,0.0,2.0,36.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Vitinha,pt POR,"FW,MF",Genoa,23.0,2000.0,9,2,285,3.2,2,0,0,0,,2,0,1.1,1.1,0.1,10.0,4.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Dušan Vlahović,rs SRB,FW,Juventus,23.0,2000.0,33,27,2307,25.6,16,4,2,4,,8,1,16.6,13.3,2.3,36.0,46.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Nikola Vlašić,hr CRO,"MF,FW",Torino,25.0,1997.0,33,30,2608,29.0,3,2,0,0,,3,0,2.4,2.4,2.9,67.0,150.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Alessandro Vogliacco,it ITA,DF,Genoa,24.0,1998.0,20,14,1169,13.0,0,1,0,0,,4,0,0.4,0.4,0.5,8.0,49.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mërgim Vojvoda,xk KVX,DF,Torino,28.0,1995.0,28,15,1379,15.3,0,3,0,0,,3,0,0.4,0.4,1.4,30.0,91.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Cristian Volpato,it ITA,"MF,FW",Sassuolo,19.0,2003.0,22,5,645,7.2,1,0,0,0,,1,0,0.5,0.5,1.4,34.0,53.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Stefan de Vrij,nl NED,DF,Inter,31.0,1992.0,25,17,1586,17.6,1,0,0,0,,0,0,0.6,0.6,0.3,6.0,43.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Walace,br BRA,MF,Udinese,28.0,1995.0,37,37,3238,36.0,2,0,0,0,,7,0,0.8,0.8,1.1,37.0,127.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Sebastian Walukiewicz,pl POL,DF,Empoli,23.0,2000.0,27,23,2055,22.8,0,0,0,0,,6,0,0.1,0.1,0.1,14.0,45.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Timothy Weah,us USA,"DF,FW",Juventus,23.0,2000.0,30,12,1258,14.0,0,1,0,0,,5,0,1.5,1.5,1.1,35.0,48.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Shon Weissman,il ISR,"FW,DF",Salernitana,27.0,1996.0,11,5,494,5.5,1,0,0,0,,0,0,1.0,1.0,0.1,0.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mateusz Wieteska,pl POL,DF,Cagliari,26.0,1997.0,19,10,965,10.7,0,1,0,0,,5,1,0.3,0.3,0.6,16.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Kenan Yıldız,tr TUR,"FW,MF",Juventus,18.0,2005.0,27,9,952,10.6,2,0,0,0,,3,0,1.6,1.6,1.1,32.0,40.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mattia Zaccagni,it ITA,"FW,MF",Lazio,28.0,1995.0,28,24,1956,21.7,6,1,0,0,,8,0,4.7,4.7,2.9,88.0,55.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Nicola Zalewski,pl POL,"DF,FW",Roma,21.0,2002.0,22,10,968,10.8,0,1,0,0,,3,1,0.8,0.8,1.6,54.0,33.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,27.0,1995.0,34,32,2786,31.0,0,2,0,0,,2,0,3.4,3.3,3.0,43.0,163.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Alessandro Zanoli,it ITA,DF,Salernitana,22.0,2000.0,17,10,921,10.2,0,2,0,0,,3,0,0.2,0.2,1.8,27.0,28.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Alessandro Zanoli,it ITA,"DF,FW",Napoli,22.0,2000.0,4,0,52,0.6,0,0,0,0,,1,0,0.0,0.0,0.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Duván Zapata,co COL,FW,Torino,32.0,1991.0,35,34,2880,32.0,12,4,0,0,,2,0,10.9,10.9,3.0,74.0,52.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Duván Zapata,co COL,FW,Atalanta,32.0,1991.0,2,2,112,1.2,1,0,0,0,,0,0,0.4,0.4,0.1,3.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Gabriele Zappa,it ITA,DF,Cagliari,23.0,1999.0,38,25,2561,28.5,1,3,0,0,,2,0,1.5,1.5,3.3,35.0,99.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Davide Zappacosta,it ITA,DF,Atalanta,31.0,1992.0,31,23,1867,20.7,2,1,0,0,,5,0,2.2,2.2,1.4,67.0,78.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Oier Zarraga,es ESP,MF,Udinese,24.0,1999.0,15,4,404,4.5,2,0,0,0,,0,0,0.6,0.6,0.0,5.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Jordan Zemura,zw ZIM,DF,Udinese,23.0,1999.0,27,10,1038,11.5,1,0,0,0,,1,0,0.8,0.8,0.4,23.0,32.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Alessio Zerbin,it ITA,"DF,FW",Monza,24.0,1999.0,13,7,684,7.6,0,1,0,0,,2,1,0.4,0.4,0.8,17.0,20.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Alessio Zerbin,it ITA,"FW,DF",Napoli,24.0,1999.0,7,1,150,1.7,0,0,0,0,,0,0,0.2,0.2,0.6,6.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Kevin Zeroli,it ITA,MF,Milan,18.0,2005.0,3,0,28,0.3,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Piotr Zieliński,pl POL,MF,Napoli,29.0,1994.0,28,23,1924,21.4,3,2,1,1,,1,0,2.6,1.8,3.4,38.0,131.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,David Zima,cz CZE,DF,Torino,22.0,2000.0,5,0,91,1.0,0,0,0,0,,0,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Joshua Zirkzee,nl NED,FW,Bologna,22.0,2001.0,34,32,2759,30.7,11,4,2,2,,8,0,9.0,7.4,5.2,53.0,86.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Nadir Zortea,it ITA,DF,Frosinone,24.0,1999.0,14,14,1258,14.0,1,5,0,0,,3,0,0.4,0.4,2.8,31.0,42.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Nadir Zortea,it ITA,DF,Atalanta,24.0,1999.0,5,0,149,1.7,1,0,0,0,,1,0,0.1,0.1,0.3,7.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Szymon Żurkowski,pl POL,MF,Empoli,25.0,1997.0,13,10,868,9.6,4,0,0,0,,4,0,1.0,1.0,0.1,17.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Milan Đurić,ba BIH,FW,Hellas Verona,33.0,1990.0,20,13,1204,13.4,5,1,1,3,,2,0,4.5,2.2,1.2,3.0,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Milan Đurić,ba BIH,FW,Monza,33.0,1990.0,17,13,1257,14.0,4,1,0,0,,2,0,3.0,3.0,0.7,2.0,8.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2023-24,serie_a_league,Mateusz Łęgowski,pl POL,MF,Salernitana,20.0,2003.0,29,10,1145,12.7,0,0,0,0,,3,0,0.2,0.2,0.2,16.0,37.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Football Players Stats Top 5 Leagues 2023-24
2024-25,serie_a_league,James Abankwah,ie IRL,"DF,MF",Udinese,20.0,2004.0,6,0,88,1.0,0,0,0,0,0.0,1,0,0.1,0.1,0.0,3.0,4.0,1.0,1.0,0.0,36.0,46.0,78.3,0.0,0.0,4.0,2.0,1.0,3.0,0.0,65.0,2.0,0.0,0.0,29.0,2.0,1.0,1.0,0.0,7.0,4.0,0.0,2.0,2.0,,,,,Football Players Stats 2024-2025
2024-25,serie_a_league,Saud Abdulhamid,sa KSA,DF,Roma,25.0,1999.0,4,2,205,2.3,0,1,0,0,0.0,0,0,0.0,0.0,0.2,6.0,9.0,26.0,1.0,0.0,118.0,136.0,86.8,2.0,7.0,3.0,2.0,2.0,0.0,0.0,157.0,7.0,8.0,3.0,90.0,4.0,2.0,6.0,1.0,3.0,2.0,1.0,0.0,1.0,,,,,Football Players Stats 2024-2025
2024-25,serie_a_league,Oliver Abildgaard,dk DEN,MF,Como,28.0,1996.0,1,0,7,0.1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Football Players Stats 2024-2025
2024-25,serie_a_league,Tammy Abraham,eng ENG,FW,Roma,26.0,1997.0,1,0,1,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,Football Players Stats 2024-2025
2024-25,serie_a_league,Tammy Abraham,eng ENG,FW,Milan,26.0,1997.0,28,12,1183,13.1,3,4,1,2,0.0,1,0,7.1,5.4,2.2,8.0,26.0,69.0,26.0,11.0,152.0,221.0,68.8,14.0,3.0,17.0,11.0,2.0,16.0,0.0,367.0,57.0,14.0,4.0,158.0,13.0,6.0,33.0,9.0,12.0,23.0,1.0,36.0,33.0,,,,,Football Players Stats 2024-2025
2024-25,serie_a_league,Federico Accornero,it ITA,MF,Genoa,20.0,2004.0,1,0,5,0.1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,Football Players Stats 2024-2025
2024-25,serie_a_league,Francesco Acerbi,it ITA,DF,Inter,36.0,1988.0,23,20,1710,19.0,0,1,0,0,0.0,0,0,0.4,0.4,0.6,19.0,62.0,22.0,5.0,1.0,1200.0,1297.0,92.5,9.0,10.0,23.0,19.0,26.0,81.0,0.0,1484.0,20.0,4.0,3.0,915.0,59.0,20.0,20.0,1.0,62.0,11.0,0.0,61.0,30.0,,,,,Football Players Stats 2024-2025
2024-25,serie_a_league,Che Adams,sct SCO,FW,Torino,28.0,1996.0,36,30,2652,29.5,9,3,0,1,0.0,2,0,9.0,8.2,2.0,23.0,40.0,153.0,63.0,25.0,414.0,557.0,74.3,26.0,10.0,12.0,6.0,2.0,18.0,0.0,802.0,104.0,37.0,11.0,509.0,32.0,18.0,63.0,5.0,50.0,29.0,5.0,36.0,62.0,,,,,Football Players Stats 2024-2025
